FECHA;VENTAS;CIUDAD;TOTAL_VENTA
18/03/2024;220;SANTANDER;55.000,00 €
30/01/2024;352;CUCUTA;88.000,00 €
24/03/2024;731;NARIÑO;182.750,00 €
17/06/2024;381;PUTUMUYO;95.250,00 €
02/07/2024;398;BOGOTA;99.500,00 €
19/07/2024;345;IBAGUE;86.250,00 €
14/08/2024;591;PEREIRA;147.750,00 €
07/02/2024;615;MANIZALES;153.750,00 €
25/03/2024;140;ARMENIA;35.000,00 €
24/07/2024;131;ALEMANIA;32.750,00 €
24/08/2024;12;SUIZA;3.000,00 €
17/05/2024;707;ESPAÑA;176.750,00 €
27/03/2024;319;CALI;79.750,00 €
10/06/2024;915;BARRANQUILLA;228.750,00 €
25/08/2024;187;SAN ANDRES;46.750,00 €
01/06/2024;760;BOGOTA;190.000,00 €
02/06/2024;497;ARMENIA;124.250,00 €
22/06/2024;139;SANTANDER;34.750,00 €
19/06/2024;445;CUCUTA;111.250,00 €
21/06/2024;144;NARIÑO;36.000,00 €
05/02/2024;668;PUTUMUYO;167.000,00 €
21/08/2024;534;BOGOTA;133.500,00 €
17/03/2024;342;IBAGUE;85.500,00 €
08/03/2024;234;PEREIRA;58.500,00 €
22/05/2024;659;MANIZALES;164.750,00 €
14/02/2024;970;ARMENIA;242.500,00 €
15/06/2024;416;ALEMANIA;104.000,00 €
16/08/2024;668;SUIZA;167.000,00 €
14/07/2024;106;ESPAÑA;26.500,00 €
08/06/2024;443;CALI;110.750,00 €
20/04/2024;864;BARRANQUILLA;216.000,00 €
24/07/2024;495;SAN ANDRES;123.750,00 €
27/07/2024;444;BOGOTA;111.000,00 €
22/03/2024;922;ARMENIA;230.500,00 €
03/07/2024;847;SANTANDER;211.750,00 €
11/05/2024;708;CUCUTA;177.000,00 €
17/07/2024;699;NARIÑO;174.750,00 €
06/06/2024;695;PUTUMUYO;173.750,00 €
16/04/2024;710;BOGOTA;177.500,00 €
20/01/2024;532;IBAGUE;133.000,00 €
28/03/2024;732;PEREIRA;183.000,00 €
12/06/2024;725;MANIZALES;181.250,00 €
17/05/2024;937;ARMENIA;234.250,00 €
01/08/2024;188;ALEMANIA;47.000,00 €
08/04/2024;606;SUIZA;151.500,00 €
30/05/2024;402;ESPAÑA;100.500,00 €
01/02/2024;490;CALI;122.500,00 €
09/04/2024;554;BARRANQUILLA;138.500,00 €
04/01/2024;97;SAN ANDRES;24.250,00 €
21/08/2024;787;BOGOTA;196.750,00 €
18/01/2024;686;ARMENIA;171.500,00 €
12/08/2024;872;SANTANDER;218.000,00 €
13/02/2024;975;CUCUTA;243.750,00 €
26/04/2024;3;NARIÑO;750,00 €
28/04/2024;125;PUTUMUYO;31.250,00 €
23/02/2024;337;BOGOTA;84.250,00 €
29/06/2024;667;IBAGUE;166.750,00 €
17/07/2024;737;PEREIRA;184.250,00 €
29/06/2024;777;MANIZALES;194.250,00 €
04/02/2024;389;ARMENIA;97.250,00 €
12/05/2024;7;ALEMANIA;1.750,00 €
17/04/2024;320;SUIZA;80.000,00 €
17/06/2024;65;ESPAÑA;16.250,00 €
30/06/2024;885;CALI;221.250,00 €
11/07/2024;396;BARRANQUILLA;99.000,00 €
20/03/2024;926;SAN ANDRES;231.500,00 €
04/05/2024;236;BOGOTA;59.000,00 €
05/07/2024;251;ARMENIA;62.750,00 €
21/01/2024;616;SANTANDER;154.000,00 €
17/03/2024;87;CUCUTA;21.750,00 €
04/04/2024;953;NARIÑO;238.250,00 €
07/08/2024;673;PUTUMUYO;168.250,00 €
19/07/2024;916;BOGOTA;229.000,00 €
13/07/2024;268;IBAGUE;67.000,00 €
08/04/2024;256;PEREIRA;64.000,00 €
13/06/2024;191;MANIZALES;47.750,00 €
23/03/2024;260;ARMENIA;65.000,00 €
25/06/2024;357;ALEMANIA;89.250,00 €
09/02/2024;32;SUIZA;8.000,00 €
19/03/2024;819;ESPAÑA;204.750,00 €
11/08/2024;638;CALI;159.500,00 €
26/05/2024;33;BARRANQUILLA;8.250,00 €
06/08/2024;326;SAN ANDRES;81.500,00 €
27/04/2024;479;BOGOTA;119.750,00 €
20/03/2024;90;ARMENIA;22.500,00 €
18/08/2024;325;SANTANDER;81.250,00 €
07/03/2024;35;CUCUTA;8.750,00 €
19/02/2024;402;NARIÑO;100.500,00 €
07/07/2024;183;PUTUMUYO;45.750,00 €
09/04/2024;531;BOGOTA;132.750,00 €
20/05/2024;662;IBAGUE;165.500,00 €
31/07/2024;612;PEREIRA;153.000,00 €
21/08/2024;511;MANIZALES;127.750,00 €
22/07/2024;664;ARMENIA;166.000,00 €
05/04/2024;568;ALEMANIA;142.000,00 €
15/01/2024;156;SUIZA;39.000,00 €
08/03/2024;721;ESPAÑA;180.250,00 €
18/02/2024;557;CALI;139.250,00 €
01/02/2024;645;BARRANQUILLA;161.250,00 €
23/04/2024;692;SAN ANDRES;173.000,00 €
09/06/2024;55;BOGOTA;13.750,00 €
14/02/2024;288;ARMENIA;72.000,00 €
02/02/2024;345;SANTANDER;86.250,00 €
10/02/2024;665;CUCUTA;166.250,00 €
04/05/2024;109;NARIÑO;27.250,00 €
31/03/2024;844;PUTUMUYO;211.000,00 €
06/08/2024;129;BOGOTA;32.250,00 €
29/06/2024;137;IBAGUE;34.250,00 €
18/01/2024;165;PEREIRA;41.250,00 €
05/03/2024;592;MANIZALES;148.000,00 €
24/07/2024;401;ARMENIA;100.250,00 €
02/03/2024;826;ALEMANIA;206.500,00 €
10/03/2024;975;SUIZA;243.750,00 €
29/04/2024;908;ESPAÑA;227.000,00 €
06/05/2024;145;CALI;36.250,00 €
02/03/2024;585;BARRANQUILLA;146.250,00 €
07/06/2024;920;SAN ANDRES;230.000,00 €
13/03/2024;77;BOGOTA;19.250,00 €
14/06/2024;815;ARMENIA;203.750,00 €
28/05/2024;783;SANTANDER;195.750,00 €
17/07/2024;643;CUCUTA;160.750,00 €
25/05/2024;253;NARIÑO;63.250,00 €
20/02/2024;931;PUTUMUYO;232.750,00 €
03/04/2024;690;BOGOTA;172.500,00 €
29/02/2024;213;IBAGUE;53.250,00 €
22/01/2024;502;PEREIRA;125.500,00 €
04/07/2024;598;MANIZALES;149.500,00 €
11/04/2024;348;ARMENIA;87.000,00 €
29/01/2024;203;ALEMANIA;50.750,00 €
02/08/2024;137;SUIZA;34.250,00 €
19/05/2024;468;ESPAÑA;117.000,00 €
25/01/2024;353;CALI;88.250,00 €
13/03/2024;482;BARRANQUILLA;120.500,00 €
06/03/2024;24;SAN ANDRES;6.000,00 €
01/08/2024;634;BOGOTA;158.500,00 €
26/06/2024;25;ARMENIA;6.250,00 €
30/05/2024;415;SANTANDER;103.750,00 €
25/08/2024;831;CUCUTA;207.750,00 €
24/05/2024;851;NARIÑO;212.750,00 €
27/02/2024;103;PUTUMUYO;25.750,00 €
10/04/2024;521;BOGOTA;130.250,00 €
02/06/2024;577;IBAGUE;144.250,00 €
05/03/2024;775;PEREIRA;193.750,00 €
07/07/2024;461;MANIZALES;115.250,00 €
25/02/2024;44;ARMENIA;11.000,00 €
24/07/2024;781;ALEMANIA;195.250,00 €
02/02/2024;993;SUIZA;248.250,00 €
16/07/2024;383;ESPAÑA;95.750,00 €
12/07/2024;153;CALI;38.250,00 €
05/04/2024;840;BARRANQUILLA;210.000,00 €
11/07/2024;205;SAN ANDRES;51.250,00 €
06/06/2024;316;BOGOTA;79.000,00 €
01/07/2024;136;ARMENIA;34.000,00 €
01/02/2024;594;SANTANDER;148.500,00 €
16/07/2024;886;CUCUTA;221.500,00 €
12/05/2024;56;NARIÑO;14.000,00 €
09/04/2024;137;PUTUMUYO;34.250,00 €
30/03/2024;334;BOGOTA;83.500,00 €
16/01/2024;965;IBAGUE;241.250,00 €
21/02/2024;623;PEREIRA;155.750,00 €
02/06/2024;790;MANIZALES;197.500,00 €
14/01/2024;256;ARMENIA;64.000,00 €
30/04/2024;558;ALEMANIA;139.500,00 €
14/05/2024;108;SUIZA;27.000,00 €
11/02/2024;497;ESPAÑA;124.250,00 €
20/04/2024;16;CALI;4.000,00 €
18/08/2024;358;BARRANQUILLA;89.500,00 €
12/02/2024;77;SAN ANDRES;19.250,00 €
03/08/2024;667;BOGOTA;166.750,00 €
11/05/2024;265;ARMENIA;66.250,00 €
24/06/2024;696;SANTANDER;174.000,00 €
10/02/2024;558;CUCUTA;139.500,00 €
27/08/2024;364;NARIÑO;91.000,00 €
15/04/2024;808;PUTUMUYO;202.000,00 €
20/06/2024;573;BOGOTA;143.250,00 €
12/06/2024;990;IBAGUE;247.500,00 €
16/06/2024;318;PEREIRA;79.500,00 €
17/06/2024;894;MANIZALES;223.500,00 €
06/02/2024;820;ARMENIA;205.000,00 €
01/02/2024;710;ALEMANIA;177.500,00 €
10/05/2024;799;SUIZA;199.750,00 €
30/08/2024;412;ESPAÑA;103.000,00 €
21/06/2024;440;CALI;110.000,00 €
04/04/2024;168;BARRANQUILLA;42.000,00 €
29/08/2024;73;SAN ANDRES;18.250,00 €
18/08/2024;238;BOGOTA;59.500,00 €
16/04/2024;745;ARMENIA;186.250,00 €
01/05/2024;774;SANTANDER;193.500,00 €
16/05/2024;118;CUCUTA;29.500,00 €
28/08/2024;322;NARIÑO;80.500,00 €
01/04/2024;204;PUTUMUYO;51.000,00 €
21/05/2024;374;BOGOTA;93.500,00 €
09/04/2024;689;IBAGUE;172.250,00 €
06/04/2024;417;PEREIRA;104.250,00 €
22/04/2024;783;MANIZALES;195.750,00 €
13/01/2024;180;ARMENIA;45.000,00 €
19/04/2024;211;ALEMANIA;52.750,00 €
25/08/2024;604;SUIZA;151.000,00 €
25/07/2024;238;ESPAÑA;59.500,00 €
11/07/2024;21;CALI;5.250,00 €
03/02/2024;117;BARRANQUILLA;29.250,00 €
27/01/2024;344;SAN ANDRES;86.000,00 €
11/01/2024;431;BOGOTA;107.750,00 €
29/01/2024;569;ARMENIA;142.250,00 €
15/01/2024;682;SANTANDER;170.500,00 €
11/07/2024;651;CUCUTA;162.750,00 €
06/01/2024;874;NARIÑO;218.500,00 €
05/03/2024;313;PUTUMUYO;78.250,00 €
07/08/2024;376;BOGOTA;94.000,00 €
15/07/2024;11;IBAGUE;2.750,00 €
22/08/2024;594;PEREIRA;148.500,00 €
23/01/2024;809;MANIZALES;202.250,00 €
17/04/2024;793;ARMENIA;198.250,00 €
27/06/2024;469;ALEMANIA;117.250,00 €
31/01/2024;220;SUIZA;55.000,00 €
15/01/2024;342;ESPAÑA;85.500,00 €
10/02/2024;21;CALI;5.250,00 €
08/05/2024;292;BARRANQUILLA;73.000,00 €
09/06/2024;170;SAN ANDRES;42.500,00 €
15/03/2024;692;BOGOTA;173.000,00 €
18/04/2024;777;ARMENIA;194.250,00 €
01/08/2024;191;SANTANDER;47.750,00 €
15/01/2024;460;CUCUTA;115.000,00 €
11/02/2024;645;NARIÑO;161.250,00 €
23/08/2024;626;PUTUMUYO;156.500,00 €
13/06/2024;333;BOGOTA;83.250,00 €
01/07/2024;978;IBAGUE;244.500,00 €
02/06/2024;78;PEREIRA;19.500,00 €
11/04/2024;491;MANIZALES;122.750,00 €
19/02/2024;468;ARMENIA;117.000,00 €
05/05/2024;638;ALEMANIA;159.500,00 €
22/02/2024;651;SUIZA;162.750,00 €
28/06/2024;942;ESPAÑA;235.500,00 €
18/07/2024;93;CALI;23.250,00 €
01/02/2024;716;BARRANQUILLA;179.000,00 €
09/08/2024;470;SAN ANDRES;117.500,00 €
13/06/2024;605;BOGOTA;151.250,00 €
07/04/2024;628;ARMENIA;157.000,00 €
22/02/2024;239;SANTANDER;59.750,00 €
11/04/2024;737;CUCUTA;184.250,00 €
05/02/2024;498;NARIÑO;124.500,00 €
23/06/2024;221;PUTUMUYO;55.250,00 €
08/04/2024;991;BOGOTA;247.750,00 €
10/07/2024;177;IBAGUE;44.250,00 €
29/06/2024;362;PEREIRA;90.500,00 €
13/04/2024;500;MANIZALES;125.000,00 €
19/05/2024;539;ARMENIA;134.750,00 €
24/03/2024;128;ALEMANIA;32.000,00 €
04/06/2024;932;SUIZA;233.000,00 €
04/02/2024;52;ESPAÑA;13.000,00 €
20/03/2024;731;CALI;182.750,00 €
13/08/2024;343;BARRANQUILLA;85.750,00 €
11/04/2024;368;SAN ANDRES;92.000,00 €
17/07/2024;351;BOGOTA;87.750,00 €
06/02/2024;360;ARMENIA;90.000,00 €
19/01/2024;664;SANTANDER;166.000,00 €
20/04/2024;373;CUCUTA;93.250,00 €
04/05/2024;771;NARIÑO;192.750,00 €
24/04/2024;808;PUTUMUYO;202.000,00 €
18/07/2024;418;BOGOTA;104.500,00 €
03/05/2024;745;IBAGUE;186.250,00 €
17/08/2024;909;PEREIRA;227.250,00 €
14/01/2024;692;MANIZALES;173.000,00 €
20/07/2024;402;ARMENIA;100.500,00 €
20/04/2024;553;ALEMANIA;138.250,00 €
28/08/2024;47;SUIZA;11.750,00 €
21/02/2024;521;ESPAÑA;130.250,00 €
14/07/2024;758;CALI;189.500,00 €
18/02/2024;980;BARRANQUILLA;245.000,00 €
19/03/2024;34;SAN ANDRES;8.500,00 €
20/02/2024;79;BOGOTA;19.750,00 €
06/07/2024;437;ARMENIA;109.250,00 €
24/04/2024;791;SANTANDER;197.750,00 €
01/06/2024;312;CUCUTA;78.000,00 €
18/08/2024;187;NARIÑO;46.750,00 €
07/01/2024;479;PUTUMUYO;119.750,00 €
18/08/2024;177;BOGOTA;44.250,00 €
09/03/2024;921;IBAGUE;230.250,00 €
30/06/2024;693;PEREIRA;173.250,00 €
23/04/2024;163;MANIZALES;40.750,00 €
03/06/2024;86;ARMENIA;21.500,00 €
18/01/2024;860;ALEMANIA;215.000,00 €
17/06/2024;273;SUIZA;68.250,00 €
14/01/2024;51;ESPAÑA;12.750,00 €
05/07/2024;320;CALI;80.000,00 €
21/01/2024;905;BARRANQUILLA;226.250,00 €
22/03/2024;283;SAN ANDRES;70.750,00 €
24/08/2024;99;BOGOTA;24.750,00 €
09/07/2024;71;ARMENIA;17.750,00 €
15/04/2024;557;SANTANDER;139.250,00 €
22/04/2024;855;CUCUTA;213.750,00 €
28/03/2024;982;NARIÑO;245.500,00 €
13/03/2024;543;PUTUMUYO;135.750,00 €
16/04/2024;877;BOGOTA;219.250,00 €
26/05/2024;656;IBAGUE;164.000,00 €
25/04/2024;594;PEREIRA;148.500,00 €
30/03/2024;880;MANIZALES;220.000,00 €
12/07/2024;41;ARMENIA;10.250,00 €
10/07/2024;135;ALEMANIA;33.750,00 €
23/07/2024;694;SUIZA;173.500,00 €
28/05/2024;364;ESPAÑA;91.000,00 €
31/01/2024;499;CALI;124.750,00 €
13/05/2024;314;BARRANQUILLA;78.500,00 €
27/03/2024;605;SAN ANDRES;151.250,00 €
27/04/2024;644;BOGOTA;161.000,00 €
09/02/2024;528;ARMENIA;132.000,00 €
28/03/2024;510;SANTANDER;127.500,00 €
12/02/2024;95;CUCUTA;23.750,00 €
15/01/2024;285;NARIÑO;71.250,00 €
05/04/2024;406;PUTUMUYO;101.500,00 €
17/02/2024;994;BOGOTA;248.500,00 €
23/05/2024;80;IBAGUE;20.000,00 €
29/04/2024;570;PEREIRA;142.500,00 €
08/05/2024;873;MANIZALES;218.250,00 €
19/02/2024;398;ARMENIA;99.500,00 €
13/02/2024;479;ALEMANIA;119.750,00 €
28/07/2024;683;SUIZA;170.750,00 €
17/08/2024;368;ESPAÑA;92.000,00 €
09/06/2024;118;CALI;29.500,00 €
24/03/2024;624;BARRANQUILLA;156.000,00 €
03/02/2024;891;SAN ANDRES;222.750,00 €
02/04/2024;457;BOGOTA;114.250,00 €
29/04/2024;698;ARMENIA;174.500,00 €
25/07/2024;884;SANTANDER;221.000,00 €
23/04/2024;225;CUCUTA;56.250,00 €
29/01/2024;176;NARIÑO;44.000,00 €
16/03/2024;181;PUTUMUYO;45.250,00 €
08/07/2024;26;BOGOTA;6.500,00 €
25/01/2024;226;IBAGUE;56.500,00 €
15/07/2024;648;PEREIRA;162.000,00 €
04/01/2024;163;MANIZALES;40.750,00 €
16/03/2024;747;ARMENIA;186.750,00 €
03/07/2024;674;ALEMANIA;168.500,00 €
17/02/2024;31;SUIZA;7.750,00 €
09/08/2024;962;ESPAÑA;240.500,00 €
19/01/2024;995;CALI;248.750,00 €
07/06/2024;202;BARRANQUILLA;50.500,00 €
17/02/2024;385;SAN ANDRES;96.250,00 €
28/01/2024;519;BOGOTA;129.750,00 €
23/06/2024;580;ARMENIA;145.000,00 €
21/05/2024;421;SANTANDER;105.250,00 €
19/07/2024;274;CUCUTA;68.500,00 €
09/06/2024;949;NARIÑO;237.250,00 €
08/04/2024;567;PUTUMUYO;141.750,00 €
21/03/2024;607;BOGOTA;151.750,00 €
11/08/2024;629;IBAGUE;157.250,00 €
22/01/2024;987;PEREIRA;246.750,00 €
05/02/2024;94;MANIZALES;23.500,00 €
02/01/2024;193;ARMENIA;48.250,00 €
28/08/2024;526;ALEMANIA;131.500,00 €
12/07/2024;477;SUIZA;119.250,00 €
13/05/2024;578;ESPAÑA;144.500,00 €
08/01/2024;505;CALI;126.250,00 €
06/05/2024;417;BARRANQUILLA;104.250,00 €
23/07/2024;523;SAN ANDRES;130.750,00 €
16/02/2024;749;BOGOTA;187.250,00 €
26/04/2024;244;ARMENIA;61.000,00 €
29/07/2024;659;SANTANDER;164.750,00 €
11/02/2024;779;CUCUTA;194.750,00 €
10/07/2024;213;NARIÑO;53.250,00 €
13/05/2024;823;PUTUMUYO;205.750,00 €
06/05/2024;575;BOGOTA;143.750,00 €
29/05/2024;567;IBAGUE;141.750,00 €
22/06/2024;705;PEREIRA;176.250,00 €
03/01/2024;154;MANIZALES;38.500,00 €
11/07/2024;3;ARMENIA;750,00 €
17/01/2024;697;ALEMANIA;174.250,00 €
02/05/2024;554;SUIZA;138.500,00 €
25/02/2024;628;ESPAÑA;157.000,00 €
26/02/2024;424;CALI;106.000,00 €
26/05/2024;396;BARRANQUILLA;99.000,00 €
14/03/2024;624;SAN ANDRES;156.000,00 €
17/03/2024;41;BOGOTA;10.250,00 €
24/05/2024;837;ARMENIA;209.250,00 €
30/01/2024;281;SANTANDER;70.250,00 €
23/07/2024;490;CUCUTA;122.500,00 €
27/01/2024;970;NARIÑO;242.500,00 €
11/02/2024;598;PUTUMUYO;149.500,00 €
23/04/2024;897;BOGOTA;224.250,00 €
01/04/2024;277;IBAGUE;69.250,00 €
19/01/2024;344;PEREIRA;86.000,00 €
29/06/2024;842;MANIZALES;210.500,00 €
27/04/2024;954;ARMENIA;238.500,00 €
31/08/2024;215;ALEMANIA;53.750,00 €
12/08/2024;321;SUIZA;80.250,00 €
14/03/2024;138;ESPAÑA;34.500,00 €
27/02/2024;608;CALI;152.000,00 €
04/02/2024;111;BARRANQUILLA;27.750,00 €
12/04/2024;62;SAN ANDRES;15.500,00 €
11/07/2024;261;BOGOTA;65.250,00 €
23/05/2024;898;ARMENIA;224.500,00 €
29/08/2024;485;SANTANDER;121.250,00 €
31/01/2024;514;CUCUTA;128.500,00 €
02/03/2024;35;NARIÑO;8.750,00 €
25/01/2024;753;PUTUMUYO;188.250,00 €
23/04/2024;488;BOGOTA;122.000,00 €
17/03/2024;452;IBAGUE;113.000,00 €
23/01/2024;444;PEREIRA;111.000,00 €
05/07/2024;794;MANIZALES;198.500,00 €
19/01/2024;562;ARMENIA;140.500,00 €
31/03/2024;326;ALEMANIA;81.500,00 €
21/08/2024;284;SUIZA;71.000,00 €
05/04/2024;379;ESPAÑA;94.750,00 €
21/07/2024;519;CALI;129.750,00 €
27/05/2024;751;BARRANQUILLA;187.750,00 €
30/01/2024;971;SAN ANDRES;242.750,00 €
19/08/2024;956;BOGOTA;239.000,00 €
17/03/2024;374;ARMENIA;93.500,00 €
18/03/2024;799;SANTANDER;199.750,00 €
19/04/2024;619;CUCUTA;154.750,00 €
14/07/2024;778;NARIÑO;194.500,00 €
30/01/2024;881;PUTUMUYO;220.250,00 €
23/05/2024;354;BOGOTA;88.500,00 €
19/08/2024;150;IBAGUE;37.500,00 €
23/03/2024;506;PEREIRA;126.500,00 €
17/08/2024;633;MANIZALES;158.250,00 €
18/01/2024;734;ARMENIA;183.500,00 €
07/07/2024;821;ALEMANIA;205.250,00 €
09/08/2024;658;SUIZA;164.500,00 €
29/04/2024;445;ESPAÑA;111.250,00 €
04/01/2024;627;CALI;156.750,00 €
17/06/2024;387;BARRANQUILLA;96.750,00 €
10/06/2024;935;SAN ANDRES;233.750,00 €
27/08/2024;225;BOGOTA;56.250,00 €
24/06/2024;954;ARMENIA;238.500,00 €
29/04/2024;837;SANTANDER;209.250,00 €
01/08/2024;644;CUCUTA;161.000,00 €
06/01/2024;970;NARIÑO;242.500,00 €
22/01/2024;596;PUTUMUYO;149.000,00 €
14/01/2024;63;BOGOTA;15.750,00 €
24/06/2024;993;IBAGUE;248.250,00 €
13/06/2024;345;PEREIRA;86.250,00 €
09/03/2024;785;MANIZALES;196.250,00 €
25/03/2024;518;ARMENIA;129.500,00 €
30/01/2024;486;ALEMANIA;121.500,00 €
03/02/2024;576;SUIZA;144.000,00 €
12/03/2024;405;ESPAÑA;101.250,00 €
05/07/2024;891;CALI;222.750,00 €
01/01/2024;191;BARRANQUILLA;47.750,00 €
24/05/2024;727;SAN ANDRES;181.750,00 €
23/01/2024;621;BOGOTA;155.250,00 €
24/08/2024;460;ARMENIA;115.000,00 €
01/02/2024;765;SANTANDER;191.250,00 €
06/07/2024;733;CUCUTA;183.250,00 €
01/08/2024;941;NARIÑO;235.250,00 €
28/01/2024;926;PUTUMUYO;231.500,00 €
14/03/2024;284;BOGOTA;71.000,00 €
14/01/2024;929;IBAGUE;232.250,00 €
11/02/2024;284;PEREIRA;71.000,00 €
30/03/2024;961;MANIZALES;240.250,00 €
16/05/2024;309;ARMENIA;77.250,00 €
03/01/2024;265;ALEMANIA;66.250,00 €
29/02/2024;390;SUIZA;97.500,00 €
29/07/2024;698;ESPAÑA;174.500,00 €
27/07/2024;632;CALI;158.000,00 €
07/03/2024;184;BARRANQUILLA;46.000,00 €
05/01/2024;877;SAN ANDRES;219.250,00 €
24/02/2024;39;BOGOTA;9.750,00 €
18/04/2024;972;ARMENIA;243.000,00 €
13/07/2024;231;SANTANDER;57.750,00 €
26/07/2024;233;CUCUTA;58.250,00 €
09/02/2024;195;NARIÑO;48.750,00 €
11/08/2024;395;PUTUMUYO;98.750,00 €
14/06/2024;573;BOGOTA;143.250,00 €
28/03/2024;572;IBAGUE;143.000,00 €
18/03/2024;586;PEREIRA;146.500,00 €
13/03/2024;450;MANIZALES;112.500,00 €
10/07/2024;386;ARMENIA;96.500,00 €
16/04/2024;213;ALEMANIA;53.250,00 €
29/01/2024;673;SUIZA;168.250,00 €
03/06/2024;868;ESPAÑA;217.000,00 €
22/01/2024;967;CALI;241.750,00 €
06/03/2024;87;BARRANQUILLA;21.750,00 €
17/07/2024;876;SAN ANDRES;219.000,00 €
12/03/2024;788;BOGOTA;197.000,00 €
14/04/2024;986;ARMENIA;246.500,00 €
16/03/2024;309;SANTANDER;77.250,00 €
20/05/2024;573;CUCUTA;143.250,00 €
02/08/2024;90;NARIÑO;22.500,00 €
28/05/2024;216;PUTUMUYO;54.000,00 €
17/07/2024;468;BOGOTA;117.000,00 €
05/06/2024;20;IBAGUE;5.000,00 €
31/03/2024;353;PEREIRA;88.250,00 €
22/01/2024;289;MANIZALES;72.250,00 €
05/03/2024;209;ARMENIA;52.250,00 €
27/05/2024;311;ALEMANIA;77.750,00 €
30/08/2024;465;SUIZA;116.250,00 €
26/05/2024;308;ESPAÑA;77.000,00 €
20/08/2024;556;CALI;139.000,00 €
04/02/2024;927;BARRANQUILLA;231.750,00 €
05/01/2024;84;SAN ANDRES;21.000,00 €
14/01/2024;711;BOGOTA;177.750,00 €
17/07/2024;830;ARMENIA;207.500,00 €
23/08/2024;631;SANTANDER;157.750,00 €
21/04/2024;316;CUCUTA;79.000,00 €
07/03/2024;207;NARIÑO;51.750,00 €
15/06/2024;407;PUTUMUYO;101.750,00 €
25/03/2024;158;BOGOTA;39.500,00 €
17/04/2024;61;IBAGUE;15.250,00 €
30/07/2024;919;PEREIRA;229.750,00 €
12/04/2024;732;MANIZALES;183.000,00 €
06/08/2024;574;ARMENIA;143.500,00 €
24/06/2024;97;ALEMANIA;24.250,00 €
22/07/2024;871;SUIZA;217.750,00 €
24/01/2024;86;ESPAÑA;21.500,00 €
01/04/2024;315;CALI;78.750,00 €
30/03/2024;192;BARRANQUILLA;48.000,00 €
17/08/2024;720;SAN ANDRES;180.000,00 €
13/05/2024;822;BOGOTA;205.500,00 €
08/06/2024;936;ARMENIA;234.000,00 €
22/07/2024;263;SANTANDER;65.750,00 €
23/02/2024;716;CUCUTA;179.000,00 €
01/06/2024;97;NARIÑO;24.250,00 €
21/04/2024;840;PUTUMUYO;210.000,00 €
19/07/2024;968;BOGOTA;242.000,00 €
11/02/2024;474;IBAGUE;118.500,00 €
04/03/2024;134;PEREIRA;33.500,00 €
26/05/2024;55;MANIZALES;13.750,00 €
27/03/2024;402;ARMENIA;100.500,00 €
20/03/2024;766;ALEMANIA;191.500,00 €
19/05/2024;36;SUIZA;9.000,00 €
29/01/2024;432;ESPAÑA;108.000,00 €
04/01/2024;112;CALI;28.000,00 €
08/07/2024;397;BARRANQUILLA;99.250,00 €
27/02/2024;728;SAN ANDRES;182.000,00 €
24/04/2024;234;BOGOTA;58.500,00 €
18/04/2024;378;ARMENIA;94.500,00 €
16/05/2024;142;SANTANDER;35.500,00 €
12/04/2024;684;CUCUTA;171.000,00 €
05/04/2024;198;NARIÑO;49.500,00 €
10/06/2024;199;PUTUMUYO;49.750,00 €
18/04/2024;467;BOGOTA;116.750,00 €
28/05/2024;421;IBAGUE;105.250,00 €
21/03/2024;60;PEREIRA;15.000,00 €
13/05/2024;333;MANIZALES;83.250,00 €
29/03/2024;913;ARMENIA;228.250,00 €
31/01/2024;827;ALEMANIA;206.750,00 €
28/04/2024;613;SUIZA;153.250,00 €
15/03/2024;150;ESPAÑA;37.500,00 €
09/06/2024;555;CALI;138.750,00 €
11/03/2024;415;BARRANQUILLA;103.750,00 €
18/08/2024;156;SAN ANDRES;39.000,00 €
24/03/2024;306;BOGOTA;76.500,00 €
06/08/2024;78;ARMENIA;19.500,00 €
21/06/2024;129;SANTANDER;32.250,00 €
01/01/2024;534;CUCUTA;133.500,00 €
12/02/2024;179;NARIÑO;44.750,00 €
30/04/2024;926;PUTUMUYO;231.500,00 €
08/01/2024;281;BOGOTA;70.250,00 €
03/03/2024;323;IBAGUE;80.750,00 €
10/06/2024;375;PEREIRA;93.750,00 €
09/06/2024;410;MANIZALES;102.500,00 €
25/05/2024;329;ARMENIA;82.250,00 €
10/03/2024;523;ALEMANIA;130.750,00 €
29/01/2024;163;SUIZA;40.750,00 €
03/08/2024;21;ESPAÑA;5.250,00 €
03/03/2024;810;CALI;202.500,00 €
02/07/2024;765;BARRANQUILLA;191.250,00 €
08/08/2024;805;SAN ANDRES;201.250,00 €
17/03/2024;541;BOGOTA;135.250,00 €
18/04/2024;373;ARMENIA;93.250,00 €
09/03/2024;743;SANTANDER;185.750,00 €
12/03/2024;59;CUCUTA;14.750,00 €
03/06/2024;992;NARIÑO;248.000,00 €
22/01/2024;960;PUTUMUYO;240.000,00 €
19/05/2024;209;BOGOTA;52.250,00 €
27/02/2024;521;IBAGUE;130.250,00 €
02/07/2024;520;PEREIRA;130.000,00 €
18/07/2024;11;MANIZALES;2.750,00 €
31/07/2024;813;ARMENIA;203.250,00 €
02/04/2024;38;ALEMANIA;9.500,00 €
11/03/2024;518;SUIZA;129.500,00 €
07/02/2024;931;ESPAÑA;232.750,00 €
01/08/2024;241;CALI;60.250,00 €
07/06/2024;665;BARRANQUILLA;166.250,00 €
